! AWR Design Environment (17603) Mon Mar 18 17:37:55 2024
! Document = 'RLC Resonator TLIN'
! nPorts: 2, nXvals: 8001

# GHz S DB R 50
!Freq DBS11 AngS11 DBS21 AngS21 DBS12 AngS12 DBS22 AngS22 
4.478 -800 0 9.6432747e-16 -80.604 9.6432747e-16 -80.604 -319.0918 -170.604 
4.48 -313.12028 -172.87498 9.6432747e-16 -80.64 -1.4464912e-15 -80.64 -319.0918 -170.64 
4.482 -307.01606 -169.38034 9.6432747e-16 -80.676 9.6432747e-16 -80.676 -305.1124 -170.676 
4.484 -313.11849 16.413016 1.9286549e-15 -80.712 0 -80.712 -309.48204 7.1250163 
4.486 -313.1176 7.1250163 -4.8216373e-16 -80.748 9.6432747e-16 -80.748 -319.0918 9.252 
4.488 -301.03809 -171.11934 0 -80.784 -4.8216373e-16 -80.784 -301.03 -170.784 
4.49 -319.20376 9.18 0 -80.82 0 -80.82 -319.02446 7.1250163 
4.492 -800 0 9.6432747e-16 -80.856 9.6432747e-16 -80.856 -319.0918 -170.856 
4.494 -309.65958 9.108 9.6432747e-16 -80.892 0 -80.892 -309.48204 7.1250163 
4.496 -313.18053 9.072 9.6432747e-16 -80.928 0 -80.928 -315.45098 9.4623222 
4.498 -319.20026 9.036 -4.8216373e-16 -80.964 9.6432747e-16 -80.964 -313.00386 7.1250163 
4.5 -319.1994 9 9.6432747e-16 -81 -4.8216373e-16 -81 -318.82851 14.036243 
4.502 -313.17793 8.964 0 -81.036 0 -81.036 -313.00386 7.1250163 
4.504 -313.10974 -172.87498 9.6432747e-16 -81.072 9.6432747e-16 -81.072 -309.54937 -171.072 
4.506 -800 0 -4.8216373e-16 -81.108 -4.8216373e-16 -81.108 -800 0 
4.508 -307.13784 -176.42367 9.6432747e-16 -81.144 0 -81.144 -309.54937 -171.144 
4.51 -313.17452 8.82 -4.8216373e-16 -81.18 -4.8216373e-16 -81.18 -315.45098 9.4623222 
4.512 -331.23547 90 0 -81.216 0 -81.216 -800 0 
4.514 -319.19343 8.748 0 -81.252 0 -81.252 -318.82851 14.036243 
4.516 -800 0 -4.8216373e-16 -81.288 -4.8216373e-16 -81.288 -800 0 
4.518 -319.19176 8.676 9.6432747e-16 -81.324 0 -81.324 -318.82851 14.036243 
4.52 -307.1328 12.216334 9.6432747e-16 -81.36 0 -81.36 -306.94584 8.8806592 
4.522 -307.1489 8.604 1.9286549e-15 -81.396 -4.8216373e-16 -81.396 -309.43038 9.4623222 
4.524 -800 0 0 -81.432 0 -81.432 -800 0 
4.526 -800 0 0 -81.468 9.6432747e-16 -81.468 -315.53992 4.7636417 
4.528 -313.09971 -172.87498 9.6432747e-16 -81.504 -4.8216373e-16 -81.504 -319.0918 -171.504 
4.53 -307.07829 -172.87498 9.6432747e-16 -81.54 -9.6432747e-16 -81.54 -309.54937 -171.54 
4.532 -313.16542 180 9.6432747e-16 -81.576 9.6432747e-16 -81.576 -313.0712 -171.576 
4.534 -313.16461 8.388 0 -81.612 0 -81.612 -312.92114 10.619655 
4.536 -313.16381 180 0 -81.648 0 -81.648 -313.0712 -171.648 
4.538 -800 0 0 -81.684 0 -81.684 -800 0 
4.54 -307.07428 -172.87498 9.6432747e-16 -81.72 -4.8216373e-16 -81.72 -309.54937 -171.72 
4.542 -800 0 0 -81.756 0 -81.756 -800 0 
4.544 -331.22243 90 9.6432747e-16 -81.792 9.6432747e-16 -81.792 -800 0 
4.546 -313.15984 8.172 9.6432747e-16 -81.828 9.6432747e-16 -81.828 -309.43038 9.4623222 
4.548 -800 0 0 -81.864 0 -81.864 -800 0 
4.55 -313.15828 180 0 -81.9 0 -81.9 -313.0712 -171.9 
